flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,ip_throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,144649,22622964,22565244,4.62733,10.5,1.14796,2.25,99.7449,0.255139,0.607822,0.498725,0,4.62733,10.5,6000
2,Telemetria,UDP,18562,18308,4232136,4174224,7.53748,9.15,2.59109,12.25,98.6316,1.36839,0.112445,0.0986357,0,7.53748,9.15,7000
3,Video,UDP,1060590,1052061,1514522520,1502343108,80.4805,0.5,0.121327,0.25,99.1958,0.804175,40.4719,39.6783,35,115.48,35.5,5000
