flow,name,tx,rx,pdr_pct,plr_pct,owd_ms,owd_p95_ms,jitter_p95_ms,ip_tput_mbps,goodput_mbps,e2e_ms
1,Comandos,145019,144955,99.9559,0.0441321,3.01246,11.725,2.225,0.609109,0.499782,3.01246
2,Telemetria,18562,18549,99.93,0.0700356,2.84225,10.925,14.5075,0.113925,0.0999343,2.84225
3,Video,1069053,1069051,99.9998,0.000187081,0.637467,0.625,0.275,40.9585,40.3191,35.6375
