flow,name,tx,rx,pdr_pct,plr_pct,owd_ms,owd_p95_ms,jitter_p95_ms,ip_tput_mbps,goodput_mbps,e2e_ms
1,Comandos,145019,144924,99.9345,0.0655087,3.10449,12.275,2.225,0.608977,0.499673,3.10449
2,Telemetria,18562,18520,99.7737,0.226269,2.91448,11.5775,15.975,0.113747,0.0997778,2.91448
3,Video,1065713,1065709,99.9996,0.000375336,0.669798,0.625,0.275,40.8304,40.1931,35.6698
