flow,name,tx,rx,pdr_pct,plr_pct,owd_ms,owd_p95_ms,jitter_p95_ms,ip_tput_mbps,goodput_mbps,e2e_ms
1,Comandos,145019,144945,99.949,0.0510278,3.12385,12.125,2.175,0.609067,0.499747,3.12385
2,Telemetria,18562,18533,99.8438,0.156233,2.79355,10.625,14.175,0.113825,0.0998463,2.79355
3,Video,1068960,1068958,99.9998,0.000187098,0.795642,0.625,0.275,40.9561,40.1498,35.7956
