flow,name,tx,rx,pdr_pct,plr_pct,owd_ms,owd_p95_ms,jitter_p95_ms,ip_tput_mbps,goodput_mbps,e2e_ms
1,Comandos,145019,144876,99.9014,0.0986078,3.05142,12.525,2.225,0.608773,0.499506,3.05142
2,Telemetria,18562,18539,99.8761,0.123909,2.81722,10.975,14.2825,0.113861,0.0998785,2.81722
3,Video,1067162,1067156,99.9994,0.000562239,0.755749,0.625,0.275,40.8869,40.0819,35.7557
