flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,ip_throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,144308,22622964,22512048,7.45628,33.5,1.15969,2.25,99.5097,0.490281,0.606389,0.49755,0,7.45628,33.5,6000
2,Telemetria,UDP,18562,13522,4232136,3083016,37.228,290.45,5.57451,15.75,72.8478,27.1522,0.107272,0.0940978,0,37.228,290.45,7000
3,Video,UDP,1060590,790959,1514522520,1129489452,301.387,2558.5,0.158967,0.25,74.5773,25.4227,39.3003,38.5297,35,336.387,2593.5,5000
