flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,ip_throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,144396,22622964,22525776,3.12302,5.5,0.869546,2.25,99.5704,0.429599,0.60676,0.497854,0,3.12302,5.5,6000
2,Telemetria,UDP,18562,18479,4232136,4213212,2.94203,5.5,1.79281,6.75,99.5528,0.44715,0.113495,0.0995568,0,2.94203,5.5,7000
3,Video,UDP,1060590,1058313,1514522520,1511270964,5.06091,0.5,0.090507,0.25,99.7853,0.214692,40.7124,39.9141,35,40.0609,35.5,5000
