x,y,z,ap_x,ap_y,ap_tipo,dist_euclid,rssi_dbm,n_rayos,pl_min_db,delayspread_ns,refl_dom,cruces_nlos
25.98,105,1,25.9,-0.3,1,105.300030389359,-41.076144897704,23,86.876144897704,67.8830758653064,0,0
25.98,110,1,25.9,-0.3,1,110.300029011782,-41.4790527984537,24,87.2790527984536,66.5617597988848,0,0
25.98,115,1,25.9,-0.3,1,115.300027753683,-41.8640982151903,22,87.6640982151903,68.3543603138863,0,0
25.98,120,1,25.9,-0.3,1,120.300026600163,-42.2327978565422,20,88.0327978565422,68.0859388309984,0,0
25.98,125,1,25.9,-0.3,1,125.300025538705,-42.5864831090302,26,88.3864831090302,60.7571153793047,0,0
25.98,130,1,25.9,-0.3,1,130.300024558708,-42.9263290493463,21,88.7263290493463,56.6213976901416,0,0
25.98,135,1,25.9,-0.3,1,135.300023651144,-43.2533779927708,18,89.0533779927707,45.5274542513686,0,0
51.96,0,1,25.9,-0.3,1,26.0617267271376,-28.9536364170599,70,74.7536364170599,14.8931296134422,0,1
51.96,5,1,25.9,-0.3,1,26.5934879246781,-53.8395551379436,31,99.6395551379436,8.55141042773228,4,1
51.96,0,1,52.2,84.6,1,84.600340424847,-39.1752322707179,32,84.9752322707179,3.40536488775236,0,0
51.96,5,1,52.2,84.6,1,79.600361808223,-38.6461695053994,45,84.4461695053994,12.5515391971589,0,0
51.96,10,1,52.2,84.6,1,74.6003860579823,-38.0827851105316,44,83.8827851105316,17.5317912460721,0,0
51.96,15,1,52.2,84.6,1,69.6004137918734,-37.4803161696484,43,83.2803161696484,21.5696636031484,0,0
51.96,20,1,52.2,84.6,1,64.6004458188951,-36.8329341574698,32,82.6329341574698,28.9132026695251,0,0
51.96,25,1,52.2,84.6,1,59.6004832195176,-36.1334013547481,36,81.9334013547481,15.7397508466095,0,0
51.96,30,1,52.2,84.6,1,54.6005274699796,-35.372576597934,29,81.172576597934,15.3153927075359,0,0
51.96,35,1,52.2,84.6,1,49.6005806417626,-34.5386834289783,52,80.3386834289783,23.98832448904,0,0
51.96,40,1,52.2,84.6,1,44.6006457352357,-33.6161889335695,64,79.4161889335695,24.6770997622437,0,0
