flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,ip_throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,145019,22622964,22622964,0.755961,2.5,0.647557,2.25,100,0,0.609378,0.500002,0,0.755961,2.5,6000
2,Telemetria,UDP,18562,18561,4232136,4231908,0.938661,3.5,1.11211,3.75,99.9946,0.00538735,0.113998,0.0999984,0,0.938661,3.5,7000
3,Video,UDP,1060590,1060590,1514522520,1514522520,0.182198,0.5,0.0693101,0.25,100,0,40.8,40,35,35.1822,35.5,5000
