flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,ip_throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,145019,22622964,22622964,2.95024,10.5,1.29672,2.75,100,0,0.609375,0.5,0,2.95024,10.5,6000
2,Telemetria,UDP,18562,18547,4232136,4228716,2.69696,7.5,2.30196,10.25,99.9192,0.0808103,0.113912,0.0999226,0,2.69696,7.5,7000
3,Video,UDP,1060590,1060580,1514522520,1514508240,0.538912,0.5,0.108152,0.25,99.9991,0.000942871,40.7996,39.9996,35,35.5389,35.5,5000
