flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,ip_throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,144935,22622964,22609860,4.60574,16.5,1.1821,2.25,99.9421,0.0579234,0.609023,0.499711,0,4.60574,16.5,6000
2,Telemetria,UDP,18562,18547,4232136,4228716,4.1,14.5,3.05518,15.75,99.9192,0.0808103,0.113913,0.0999233,0,4.1,14.5,7000
3,Video,UDP,1060590,1060590,1514522520,1514522520,0.33385,0.5,0.0829842,0.25,100,0,40.8,40,35,35.3339,35.5,5000
