flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,throughput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,144972,22622964,22615632,3.02335,9.5,1.26184,2.25,99.9676,0.0324095,0.60918,0,3.02335,9.5,6000
2,Video,UDP,1060590,1060480,1514522520,1514365440,2.04438,0.5,0.0937585,0.25,99.9896,0.0103716,40.7958,35,37.0444,35.5,5000
3,Telemetria,UDP,1856,1856,423168,423168,2.89428,10.5,3.15598,15.75,100,0,0.0114337,0,2.89428,10.5,7000
