flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,145018,22622964,22622808,3.06051,11.5,1.39076,2.75,99.9993,0.000689565,0.609373,0.390624,0,3.06051,11.5,6000
2,Video,UDP,1060590,1060528,1514522520,1514433984,0.534254,0.5,0.10945,0.25,99.9942,0.0058458,40.7976,39.1977,35,35.5343,35.5,5000
3,Telemetria,UDP,1856,1856,423168,423168,2.46679,8.5,2.83544,11.25,100,0,0.0114338,0.00862547,0,2.46679,8.5,7000
