time_s,pos_x_m,zona,hawk_cercano,dist_hawk_m,rssi_est_dbm,nlos
109.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
110.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
111.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
112.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
113.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
114.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
115.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
116.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
117.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
118.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
119.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
120.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
121.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
122.00,239.60,Maniobra-Breakpoint,2,55.90,-61.80,1
123.00,239.76,Maniobra-Breakpoint,2,56.06,-61.84,1
124.00,241.98,Maniobra-Breakpoint,2,58.28,-62.42,1
125.00,244.20,Maniobra-Breakpoint,2,60.50,-62.97,1
126.00,246.42,Maniobra-Breakpoint,2,62.72,-63.50,1
127.00,248.64,Maniobra-Breakpoint,2,64.94,-64.02,1
128.00,250.86,Retoma-GaleriaPrincipal,3,63.64,-63.72,1
129.00,253.08,Retoma-GaleriaPrincipal,3,61.42,-63.19,1
130.00,255.30,LOS,3,59.20,-52.65,0
131.00,257.52,LOS,3,56.98,-52.08,0
132.00,259.74,LOS,3,54.76,-51.50,0
133.00,261.96,LOS,3,52.54,-50.89,0
134.00,264.18,LOS,3,50.32,-50.25,0
135.00,266.40,LOS,3,48.10,-49.58,0
136.00,268.62,LOS,3,45.88,-48.89,0
137.00,270.84,LOS,3,43.66,-48.15,0
138.00,273.06,LOS,3,41.44,-47.38,0
139.00,275.28,LOS,3,39.22,-46.70,0
140.00,277.50,LOS,3,37.00,-46.22,0
141.00,279.72,LOS,3,34.78,-45.71,0
142.00,281.94,LOS,3,32.56,-45.16,0
143.00,284.16,LOS,3,30.34,-44.58,0
144.00,286.38,LOS,3,28.12,-43.95,0
145.00,288.60,LOS,3,25.90,-43.27,0
146.00,290.82,LOS,3,23.68,-42.53,0
147.00,293.04,LOS,3,21.46,-41.72,0
148.00,295.26,LOS,3,19.24,-40.82,0
149.00,297.48,LOS,3,17.02,-39.81,0
150.00,299.70,LOS,3,14.80,-38.66,0
151.00,301.92,LOS,3,12.58,-37.32,0
152.00,304.14,LOS,3,10.36,-35.71,0
153.00,306.36,LOS,3,8.14,-33.72,0
154.00,308.58,LOS,3,5.92,-31.10,0
155.00,310.80,LOS,3,3.70,-27.22,0
156.00,313.02,LOS,3,1.48,-19.66,0
157.00,315.24,LOS,3,0.74,-16.42,0
158.00,317.46,LOS,3,2.96,-25.38,0
159.00,319.68,LOS,3,5.18,-29.99,0
160.00,321.90,LOS,3,7.40,-32.94,0
161.00,324.12,LOS,3,9.62,-35.10,0
162.00,326.34,LOS,3,11.84,-36.81,0
163.00,328.56,LOS,3,14.06,-38.23,0
164.00,330.78,LOS,3,16.28,-39.44,0
165.00,333.00,LOS,3,18.50,-40.50,0
166.00,335.22,LOS,3,20.72,-41.43,0
167.00,337.44,LOS,3,22.94,-42.27,0
168.00,339.66,LOS,3,25.16,-43.03,0
169.00,341.88,LOS,3,27.38,-43.73,0
170.00,344.10,LOS,3,29.60,-44.38,0
171.00,346.32,LOS,3,31.82,-44.97,0
172.00,348.54,LOS,3,34.04,-45.53,0
173.00,350.76,LOS,3,36.26,-46.05,0
174.00,352.98,LOS,3,38.48,-46.54,0
175.00,355.20,LOS,3,40.70,-47.12,0
176.00,357.42,LOS,3,42.92,-47.90,0
177.00,359.64,LOS,3,45.14,-48.65,0
178.00,361.86,LOS,4,43.24,-48.01,0
179.00,364.08,LOS,4,41.02,-47.23,0
180.00,366.30,LOS,4,38.80,-46.61,0
181.00,368.52,LOS,4,36.58,-46.12,0
182.00,370.74,Giro-D-RamalDesmonte,4,34.36,-55.61,1
183.00,372.96,Giro-D-RamalDesmonte,4,32.14,-55.06,1
184.00,375.18,Giro-D-RamalDesmonte,4,29.92,-54.46,1
185.00,377.40,Giro-D-RamalDesmonte,4,27.70,-53.83,1
186.00,379.62,Giro-D-RamalDesmonte,4,25.48,-53.14,1
187.00,381.84,Giro-D-RamalDesmonte,4,23.26,-52.39,1
188.00,384.06,Giro-D-RamalDesmonte,4,21.04,-51.56,1
189.00,386.28,Giro-D-RamalDesmonte,4,18.82,-50.64,1
190.00,388.50,Giro-D-RamalDesmonte,4,16.60,-49.60,1
191.00,390.72,LOS,4,14.38,-38.42,0
192.00,392.94,LOS,4,12.16,-37.03,0
193.00,395.16,Giro-I-Desmonte,4,9.94,-45.37,1
194.00,397.38,Giro-I-Desmonte,4,7.72,-43.29,1
195.00,399.60,Giro-I-Desmonte,4,5.50,-40.49,1
196.00,401.82,Giro-I-Desmonte,4,3.28,-36.22,1
197.00,404.04,Giro-I-Desmonte,4,1.06,-26.90,1
198.00,406.26,Giro-I-Desmonte,4,1.16,-27.65,1
199.00,408.48,Giro-I-Desmonte,4,3.38,-36.47,1
200.00,410.70,Giro-I-Desmonte,4,5.60,-40.64,1
201.00,412.92,Giro-I-Desmonte,4,7.82,-43.39,1
202.00,415.14,LOS,4,10.04,-35.45,0
203.00,417.36,LOS,4,12.26,-37.10,0
204.00,419.58,LOS,4,14.48,-38.48,0
205.00,421.80,LOS,4,16.70,-39.65,0
206.00,424.02,LOS,4,18.92,-40.68,0
207.00,426.24,LOS,4,21.14,-41.60,0
208.00,428.46,LOS,4,23.36,-42.42,0
209.00,430.68,LOS,4,25.58,-43.17,0
210.00,432.90,LOS,4,27.80,-43.86,0
211.00,435.12,LOS,4,30.02,-44.49,0
212.00,437.34,LOS,4,32.24,-45.08,0
213.00,439.56,LOS,4,34.46,-45.63,0
214.00,441.78,LOS,4,36.68,-46.15,0
215.00,444.00,LOS,4,38.90,-46.63,0
216.00,446.22,LOS,4,41.12,-47.27,0
217.00,448.44,LOS,4,43.34,-48.04,0
218.00,450.66,LOS,4,45.56,-48.78,0
219.00,452.88,LOS,4,47.78,-49.48,0
220.00,455.10,LOS,4,50.00,-50.16,0
221.00,456.20,LOS,4,51.10,-50.48,0
222.00,456.20,LOS,4,51.10,-50.48,0
223.00,456.20,LOS,4,51.10,-50.48,0
224.00,456.20,LOS,4,51.10,-50.48,0
225.00,456.20,LOS,4,51.10,-50.48,0
226.00,456.20,LOS,4,51.10,-50.48,0
227.00,456.20,LOS,4,51.10,-50.48,0
228.00,456.20,LOS,4,51.10,-50.48,0
229.00,456.20,LOS,4,51.10,-50.48,0
230.00,456.20,LOS,4,51.10,-50.48,0
231.00,456.20,LOS,4,51.10,-50.48,0
232.00,456.20,LOS,4,51.10,-50.48,0
233.00,456.20,LOS,4,51.10,-50.48,0
234.00,456.20,LOS,4,51.10,-50.48,0
235.00,456.20,LOS,4,51.10,-50.48,0
236.00,456.20,LOS,4,51.10,-50.48,0
237.00,456.20,LOS,4,51.10,-50.48,0
238.00,456.20,LOS,4,51.10,-50.48,0
239.00,456.20,LOS,4,51.10,-50.48,0
240.00,456.20,LOS,4,51.10,-50.48,0
241.00,456.20,LOS,4,51.10,-50.48,0
242.00,456.20,LOS,4,51.10,-50.48,0
243.00,456.20,LOS,4,51.10,-50.48,0
244.00,456.20,LOS,4,51.10,-50.48,0
245.00,456.20,LOS,4,51.10,-50.48,0
246.00,456.20,LOS,4,51.10,-50.48,0
247.00,456.20,LOS,4,51.10,-50.48,0
248.00,456.20,LOS,4,51.10,-50.48,0
249.00,456.20,LOS,4,51.10,-50.48,0
250.00,456.20,LOS,4,51.10,-50.48,0
251.00,455.08,LOS,4,49.98,-50.15,0
252.00,452.86,LOS,4,47.76,-49.48,0
253.00,450.64,LOS,4,45.54,-48.78,0
254.00,448.42,LOS,4,43.32,-48.04,0
255.00,446.20,LOS,4,41.10,-47.26,0
256.00,443.98,LOS,4,38.88,-46.63,0
257.00,441.76,LOS,4,36.66,-46.14,0
258.00,439.54,LOS,4,34.44,-45.63,0
259.00,437.32,LOS,4,32.22,-45.08,0
260.00,435.10,LOS,4,30.00,-44.49,0
261.00,432.88,LOS,4,27.78,-43.85,0
262.00,430.66,LOS,4,25.56,-43.16,0
263.00,430.30,LOS,4,25.20,-43.05,0
264.00,430.30,LOS,4,25.20,-43.05,0
265.00,430.30,LOS,4,25.20,-43.05,0
266.00,430.30,LOS,4,25.20,-43.05,0
267.00,430.30,LOS,4,25.20,-43.05,0
268.00,428.44,LOS,4,23.34,-42.42,0
269.00,426.22,LOS,4,21.12,-41.59,0
270.00,424.00,LOS,4,18.90,-40.67,0
271.00,421.78,LOS,4,16.68,-39.64,0
272.00,419.56,LOS,4,14.46,-38.46,0
273.00,417.34,LOS,4,12.24,-37.09,0
274.00,415.12,LOS,4,10.02,-35.44,0
275.00,412.90,Giro-I-Desmonte,4,7.80,-43.37,1
276.00,410.68,Giro-I-Desmonte,4,5.58,-40.61,1
277.00,408.46,Giro-I-Desmonte,4,3.36,-36.42,1
278.00,406.24,Giro-I-Desmonte,4,1.14,-27.50,1
279.00,404.02,Giro-I-Desmonte,4,1.08,-27.06,1
280.00,401.80,Giro-I-Desmonte,4,3.30,-36.27,1
281.00,399.58,Giro-I-Desmonte,4,5.52,-40.52,1
282.00,397.36,Giro-I-Desmonte,4,7.74,-43.31,1
283.00,395.14,Giro-I-Desmonte,4,9.96,-45.39,1
284.00,392.92,LOS,4,12.18,-37.05,0
285.00,390.70,LOS,4,14.40,-38.43,0
286.00,388.48,Giro-D-RamalDesmonte,4,16.62,-49.61,1
287.00,386.26,Giro-D-RamalDesmonte,4,18.84,-50.65,1
288.00,384.04,Giro-D-RamalDesmonte,4,21.06,-51.57,1
289.00,381.82,Giro-D-RamalDesmonte,4,23.28,-52.39,1
290.00,379.60,Giro-D-RamalDesmonte,4,25.50,-53.15,1
291.00,377.38,Giro-D-RamalDesmonte,4,27.72,-53.83,1
292.00,375.16,Giro-D-RamalDesmonte,4,29.94,-54.47,1
293.00,372.94,Giro-D-RamalDesmonte,4,32.16,-55.06,1
294.00,370.72,Giro-D-RamalDesmonte,4,34.38,-55.61,1
295.00,368.50,LOS,4,36.60,-46.13,0
296.00,366.28,LOS,4,38.82,-46.61,0
297.00,364.06,LOS,4,41.04,-47.24,0
298.00,361.84,LOS,4,43.26,-48.02,0
299.00,359.62,LOS,3,45.12,-48.64,0
300.00,357.40,LOS,3,42.90,-47.89,0
301.00,355.18,LOS,3,40.68,-47.11,0
302.00,352.96,LOS,3,38.46,-46.54,0
303.00,350.74,LOS,3,36.24,-46.05,0
304.00,348.52,LOS,3,34.02,-45.52,0
305.00,346.30,LOS,3,31.80,-44.97,0
306.00,344.08,LOS,3,29.58,-44.37,0
307.00,341.86,LOS,3,27.36,-43.73,0
308.00,339.64,LOS,3,25.14,-43.03,0
309.00,337.42,LOS,3,22.92,-42.27,0
