flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,145019,22622964,22622964,2.08474,7.5,1.13181,2.25,100,0,0.609376,0.390626,0,2.08474,7.5,6000
2,Video,UDP,1060590,1060573,1514522520,1514498244,0.257897,0.5,0.0837187,0.25,99.9984,0.00160288,40.7994,39.1994,35,35.2579,35.5,5000
3,Telemetria,UDP,1856,1856,423168,423168,2.03272,7.5,2.32858,9.25,100,0,0.0114338,0.00862546,0,2.03272,7.5,7000
