flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,throughput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,144522,22622964,22545432,0.47427,0.5,0.295951,0.75,99.6573,0.342714,0.607288,0,0.47427,0.5,6000
2,Video,UDP,530295,530289,757261260,757252692,0.512224,0.5,0.0821001,0.25,99.9989,0.00113145,20.3998,35,35.5122,35.5,5000
3,Telemetria,UDP,1856,1856,423168,423168,0.515133,1.5,0.580135,1.75,100,0,0.0114338,0,0.515133,1.5,7000
