flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,ip_throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,142693,22622964,22260108,7.64752,33.5,1.34282,2.25,98.3961,1.60393,0.599602,0.491981,0,7.64752,33.5,6000
2,Telemetria,UDP,18562,17166,4232136,3913848,46.0398,424.5,5.42433,15.75,92.4793,7.52074,0.105429,0.0924814,0,46.0398,424.5,7000
3,Video,UDP,1060590,980873,1514522520,1400686644,302.757,3310.5,0.146328,0.25,92.4837,7.51629,37.7334,36.9935,35,337.757,3345.5,5000
