flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,ip_throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,144190,22622964,22493640,6.12146,28.5,1.32762,2.25,99.4284,0.571649,0.605893,0.497143,0,6.12146,28.5,6000
2,Telemetria,UDP,18562,18342,4232136,4181976,9.1385,27.5,3.76706,15.75,98.8148,1.18522,0.112654,0.0988191,0,9.1385,27.5,7000
3,Video,UDP,1060590,1058177,1514522520,1511076756,4.39843,0.5,0.119128,0.25,99.7725,0.227515,40.7072,39.909,35,39.3984,35.5,5000
