flow_id,flow_name,protocol,tx_pkts,rx_pkts,tx_bytes,rx_bytes,delay_mean_ms,delay_p95_ms,jitter_mean_ms,jitter_p95_ms,pdr_pct,plr_pct,ip_throughput_mbps,payload_goodput_mbps,codec_delay_ms,total_e2e_ms,total_e2e_p95_ms,dst_port
1,Comandos,UDP,145019,142513,22622964,22232028,20.6422,123.5,1.67054,2.25,98.272,1.72805,0.598846,0.491361,0,20.6422,123.5,6000
2,Telemetria,UDP,18562,16754,4232136,3819912,71.8621,463.5,8.33827,15.75,90.2597,9.74033,0.1029,0.0902634,0,71.8621,463.5,7000
3,Video,UDP,1060590,922844,1514522520,1317821232,464.117,3261.5,0.205422,0.25,87.0123,12.9877,35.501,34.8049,35,499.117,3296.5,5000
