-0.200,134.900,1.000,1.571
-0.100,88.600,1.000,1.571
25.900,43.400,1.000,1.571
25.900,-0.300,1.000,0.000
52.200,84.600,1.000,1.571
-0.300,43.800,2.000,1.571
-0.100,8.000,2.000,1.571
26.100,129.100,2.000,1.571
26.300,87.200,2.000,1.571
26.300,21.400,2.000,0.710
52.000,38.500,2.000,1.571
52.400,129.700,2.000,1.571
