4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
4,6,1,8,nan,nan,nan,nan
